User_ID,Age,Gender,City,Profession,Monthly_Income_PKR,Account_Type,Account_Age_Years
USER_4755,68,Male,Islamabad,Government Employee,79000,Salary,2.6
USER_4756,53,Male,Faisalabad,Student,28000,Current,7.3
USER_4757,51,Male,Multan,Freelancer,380000,Salary,4.8
USER_4758,35,Male,Karachi,Retired,65000,Current,9.3
USER_4759,32,Female,Lahore,Retired,45000,Savings,5.5
USER_4760,70,Female,Rawalpindi,Engineer,236000,Savings,2.9
USER_4761,51,Male,Karachi,Doctor,352000,Savings,9.8
USER_4762,41,Female,Quetta,Student,30000,Current,8.1
USER_4763,26,Male,Lahore,Student,39000,Current,2
USER_4764,63,Female,Rawalpindi,Teacher,65000,Salary,5.3
USER_4765,68,Male,Faisalabad,Teacher,91000,Salary,6.4
USER_4766,36,Male,Quetta,Student,16000,Savings,9.8
USER_4767,53,Male,Karachi,Doctor,316000,Current,7.7
USER_4768,59,Male,Rawalpindi,Shopkeeper,226000,Salary,11.7
USER_4769,27,Male,Rawalpindi,Driver,50000,Salary,13.6
USER_4770,34,Male,Hyderabad,Freelancer,372000,Savings,5.1
USER_4771,53,Female,Multan,Shopkeeper,178000,Salary,8.8
USER_4772,67,Male,Quetta,Teacher,72000,Salary,13.5
USER_4773,44,Female,Sialkot,Driver,32000,Salary,4.8
USER_4774,51,Female,Karachi,Doctor,235000,Salary,1.2
USER_4775,44,Female,Rawalpindi,Government Employee,119000,Current,5.9
USER_4776,23,Female,Multan,Salaried Employee,128000,Current,1.9
USER_4777,44,Male,Faisalabad,Freelancer,359000,Savings,2.5
USER_4778,58,Male,Quetta,Teacher,73000,Current,11
USER_4779,57,Male,Sialkot,Doctor,355000,Current,4.9
USER_4780,29,Female,Karachi,Business Owner,446000,Salary,3.2
USER_4781,27,Female,Islamabad,Government Employee,100000,Salary,0.6
USER_4782,35,Male,Peshawar,Retired,47000,Current,2.1
USER_4783,39,Male,Hyderabad,Freelancer,127000,Current,8.3
USER_4784,47,Female,Sialkot,Student,23000,Savings,12.6
USER_4785,69,Female,Karachi,Salaried Employee,106000,Savings,5.8
USER_4786,33,Male,Rawalpindi,Driver,35000,Salary,12
USER_4787,56,Female,Multan,Salaried Employee,99000,Savings,5.2
USER_4788,69,Male,Quetta,Doctor,319000,Savings,4.6
USER_4789,56,Female,Hyderabad,Salaried Employee,149000,Savings,6.9
USER_4790,49,Female,Islamabad,Freelancer,143000,Savings,0.9
USER_4791,44,Female,Quetta,Salaried Employee,86000,Current,10.4
USER_4792,29,Female,Hyderabad,Freelancer,180000,Current,12.9
USER_4793,43,Male,Islamabad,Engineer,129000,Savings,2.3
USER_4794,55,Male,Quetta,Student,20000,Salary,11.8
USER_4795,18,Male,Islamabad,Student,24000,Savings,10.2
USER_4796,24,Male,Rawalpindi,Government Employee,109000,Salary,3.8
USER_4797,49,Male,Sialkot,Student,10000,Savings,9.9
USER_4798,63,Female,Hyderabad,Housewife,20000,Savings,3.2
USER_4799,42,Female,Peshawar,Housewife,15000,Current,14.6
USER_4800,18,Female,Sialkot,Freelancer,145000,Savings,0.5
USER_4801,64,Male,Islamabad,Retired,61000,Savings,14.5
USER_4802,58,Female,Peshawar,Business Owner,956000,Savings,4.6
USER_4803,36,Female,Faisalabad,Government Employee,118000,Savings,11.8
USER_4804,57,Female,Multan,Government Employee,149000,Salary,10.6
USER_4805,23,Female,Peshawar,Doctor,421000,Salary,6.7
USER_4806,40,Male,Peshawar,Driver,59000,Current,1.5
USER_4807,68,Female,Quetta,Housewife,15000,Current,8.4
USER_4808,60,Male,Sialkot,Student,15000,Savings,4.1
USER_4809,25,Female,Peshawar,Driver,48000,Salary,13.9
USER_4810,42,Female,Hyderabad,Government Employee,104000,Savings,2.5
USER_4811,61,Female,Lahore,Business Owner,523000,Salary,2.8
USER_4812,42,Female,Quetta,Engineer,229000,Savings,13.7
USER_4813,23,Female,Islamabad,Freelancer,233000,Savings,0.8
USER_4814,65,Male,Peshawar,Engineer,184000,Salary,11.4
USER_4815,62,Male,Rawalpindi,Retired,40000,Savings,2.6
USER_4816,40,Female,Hyderabad,Freelancer,179000,Savings,14.6
USER_4817,63,Female,Lahore,Shopkeeper,225000,Savings,12.1
USER_4818,44,Female,Sialkot,Housewife,15000,Savings,13.8
USER_4819,20,Male,Lahore,Teacher,104000,Savings,12.3
USER_4820,28,Female,Hyderabad,Teacher,72000,Current,7
USER_4821,41,Male,Islamabad,Shopkeeper,128000,Current,5.1
USER_4822,32,Male,Peshawar,Engineer,296000,Current,5.1
USER_4823,57,Female,Hyderabad,Teacher,95000,Current,7.9
USER_4824,45,Male,Islamabad,Teacher,113000,Salary,4.7
USER_4825,25,Male,Faisalabad,Doctor,528000,Savings,5.1
USER_4826,55,Male,Sialkot,Doctor,371000,Current,8.2
USER_4827,25,Male,Karachi,Doctor,266000,Current,13.2
USER_4828,49,Male,Sialkot,Government Employee,157000,Current,10.7
USER_4829,46,Male,Faisalabad,Driver,59000,Current,13.1
USER_4830,26,Male,Faisalabad,Doctor,544000,Current,13.6
USER_4831,27,Male,Faisalabad,Shopkeeper,201000,Salary,14.8
USER_4832,62,Male,Faisalabad,Engineer,249000,Salary,8.7
USER_4833,41,Male,Quetta,Teacher,106000,Salary,1.3
USER_4834,31,Male,Sialkot,Business Owner,290000,Savings,4.7
USER_4835,61,Male,Rawalpindi,Government Employee,118000,Salary,11.1
USER_4836,62,Male,Sialkot,Retired,65000,Current,1.4
USER_4837,49,Female,Peshawar,Student,23000,Savings,6.4
USER_4838,60,Male,Quetta,Doctor,305000,Savings,2.1
USER_4839,68,Male,Karachi,Student,39000,Salary,10.3
USER_4840,50,Female,Islamabad,Doctor,333000,Salary,3.5
USER_4841,45,Female,Sialkot,Doctor,212000,Salary,2.9
USER_4842,52,Female,Peshawar,Retired,41000,Salary,3.5
USER_4843,39,Female,Sialkot,Teacher,118000,Current,13.2
USER_4844,26,Male,Quetta,Engineer,230000,Current,8.7
USER_4845,25,Male,Islamabad,Teacher,101000,Current,11.6
USER_4846,54,Male,Multan,Student,37000,Salary,14.6
USER_4847,22,Male,Multan,Teacher,86000,Savings,7.4
USER_4848,63,Male,Quetta,Student,17000,Salary,11.1
USER_4849,58,Male,Faisalabad,Teacher,102000,Savings,1.4
USER_4850,35,Male,Lahore,Engineer,226000,Current,13.5
USER_4851,22,Male,Multan,Government Employee,128000,Salary,10
USER_4852,50,Male,Peshawar,Teacher,90000,Current,5.6
USER_4853,30,Male,Sialkot,Driver,30000,Savings,13.9
USER_4854,38,Female,Faisalabad,Shopkeeper,109000,Current,12.7
USER_4855,53,Female,Karachi,Housewife,0,Savings,13.4
USER_4856,24,Female,Sialkot,Business Owner,878000,Salary,9.9
USER_4857,48,Female,Hyderabad,Housewife,0,Current,8
USER_4858,45,Female,Lahore,Housewife,25000,Current,6.9
USER_4859,65,Male,Rawalpindi,Salaried Employee,124000,Savings,7.4
USER_4860,64,Female,Karachi,Engineer,261000,Savings,5.9
USER_4861,40,Male,Sialkot,Engineer,231000,Current,6.9
USER_4862,52,Female,Rawalpindi,Engineer,183000,Savings,8.9
USER_4863,67,Male,Faisalabad,Salaried Employee,121000,Current,10.1
USER_4864,47,Female,Multan,Business Owner,195000,Savings,10.4
USER_4865,70,Female,Hyderabad,Doctor,487000,Current,9.3
USER_4866,18,Male,Karachi,Salaried Employee,138000,Current,3.5
USER_4867,29,Female,Hyderabad,Doctor,511000,Salary,12.3
USER_4868,34,Female,Lahore,Driver,42000,Salary,10.8
USER_4869,38,Male,Quetta,Engineer,199000,Current,2
USER_4870,18,Female,Rawalpindi,Student,28000,Salary,13.9
USER_4871,64,Male,Peshawar,Government Employee,133000,Salary,12.7
USER_4872,68,Female,Peshawar,Shopkeeper,110000,Savings,13.2
USER_4873,36,Male,Multan,Salaried Employee,133000,Salary,7.8
USER_4874,30,Male,Sialkot,Student,10000,Current,13.7
USER_4875,22,Male,Islamabad,Retired,67000,Savings,3.3
USER_4876,36,Female,Rawalpindi,Driver,32000,Current,11.2
USER_4877,70,Female,Peshawar,Housewife,20000,Savings,10.3
USER_4878,58,Female,Lahore,Doctor,391000,Salary,9.3
USER_4879,67,Female,Hyderabad,Shopkeeper,187000,Current,1.1
USER_4880,64,Female,Quetta,Government Employee,86000,Current,11.8
USER_4881,19,Female,Islamabad,Salaried Employee,107000,Savings,14.8
USER_4882,61,Female,Rawalpindi,Shopkeeper,244000,Savings,14.4
USER_4883,26,Female,Sialkot,Housewife,10000,Savings,14.8
USER_4884,18,Female,Karachi,Engineer,195000,Current,10.2
USER_4885,21,Male,Multan,Shopkeeper,248000,Salary,2.2
USER_4886,20,Female,Karachi,Housewife,20000,Salary,12.5
USER_4887,44,Male,Karachi,Business Owner,184000,Savings,6.3
USER_4888,54,Male,Faisalabad,Shopkeeper,168000,Salary,7.1
USER_4889,31,Male,Multan,Teacher,93000,Salary,10.8
USER_4890,49,Male,Sialkot,Salaried Employee,84000,Current,8.8
USER_4891,54,Male,Faisalabad,Doctor,327000,Salary,7.8
USER_4892,58,Female,Faisalabad,Driver,57000,Savings,12.3
USER_4893,31,Male,Peshawar,Retired,48000,Salary,6.4
USER_4894,27,Male,Faisalabad,Doctor,482000,Current,4.3
USER_4895,28,Female,Islamabad,Teacher,60000,Savings,12.3
USER_4896,65,Male,Karachi,Business Owner,560000,Salary,1.2
USER_4897,60,Female,Karachi,Engineer,143000,Salary,0.8
USER_4898,35,Male,Islamabad,Shopkeeper,110000,Current,14.3
USER_4899,64,Male,Rawalpindi,Government Employee,102000,Current,12.8
USER_4900,42,Female,Karachi,Housewife,0,Savings,11
USER_4901,21,Male,Lahore,Business Owner,615000,Salary,2.2
USER_4902,69,Female,Quetta,Student,16000,Salary,9.8
USER_4903,39,Female,Lahore,Engineer,263000,Salary,11.5
USER_4904,61,Male,Sialkot,Retired,60000,Savings,13.9
USER_4905,32,Female,Hyderabad,Doctor,246000,Savings,11.7
USER_4906,28,Female,Quetta,Housewife,0,Savings,10.3
USER_4907,51,Male,Multan,Freelancer,229000,Current,13.5
USER_4908,67,Female,Karachi,Engineer,178000,Savings,14.9
USER_4909,20,Female,Quetta,Government Employee,148000,Salary,4
USER_4910,45,Female,Rawalpindi,Freelancer,305000,Salary,7.8
USER_4911,24,Male,Faisalabad,Salaried Employee,125000,Salary,3.9
USER_4912,64,Female,Karachi,Retired,44000,Current,12.3
USER_4913,48,Male,Quetta,Shopkeeper,205000,Current,13.1
USER_4914,60,Male,Hyderabad,Government Employee,117000,Salary,8.1
USER_4915,60,Female,Karachi,Housewife,20000,Salary,2.8
USER_4916,29,Male,Islamabad,Doctor,427000,Current,6.9
USER_4917,50,Male,Sialkot,Retired,56000,Current,9.8
USER_4918,43,Female,Islamabad,Salaried Employee,142000,Salary,9.2
USER_4919,52,Male,Peshawar,Teacher,98000,Salary,4
USER_4920,54,Male,Islamabad,Engineer,209000,Salary,7.4
USER_4921,27,Female,Multan,Freelancer,330000,Current,4.8
USER_4922,30,Female,Quetta,Student,20000,Savings,13.9
USER_4923,36,Female,Peshawar,Housewife,20000,Current,7.5
USER_4924,30,Male,Islamabad,Freelancer,255000,Current,5.6
USER_4925,52,Female,Lahore,Driver,34000,Current,8.1
USER_4926,21,Female,Karachi,Student,34000,Salary,3.2
USER_4927,56,Male,Quetta,Shopkeeper,227000,Current,5.6
USER_4928,21,Male,Karachi,Salaried Employee,147000,Savings,0.8
USER_4929,64,Male,Multan,Driver,30000,Savings,9.8
USER_4930,58,Male,Peshawar,Teacher,71000,Salary,11.4
USER_4931,43,Female,Islamabad,Salaried Employee,91000,Savings,12.8
USER_4932,56,Male,Lahore,Driver,48000,Savings,6.1
USER_4933,18,Female,Rawalpindi,Student,14000,Current,11.9
USER_4934,59,Female,Islamabad,Teacher,106000,Salary,7
USER_4935,48,Female,Karachi,Retired,73000,Current,13.3
USER_4936,23,Female,Faisalabad,Doctor,548000,Salary,5.8
USER_4937,61,Female,Faisalabad,Student,34000,Current,8.4
USER_4938,68,Male,Multan,Driver,40000,Current,14.1
USER_4939,34,Female,Lahore,Teacher,85000,Salary,6.7
USER_4940,52,Female,Multan,Business Owner,358000,Salary,11.3
USER_4941,50,Male,Faisalabad,Business Owner,927000,Savings,10.1
USER_4942,59,Female,Islamabad,Doctor,459000,Savings,6.8
USER_4943,37,Female,Rawalpindi,Salaried Employee,74000,Salary,12.3
USER_4944,41,Female,Karachi,Business Owner,789000,Current,4
USER_4945,44,Male,Faisalabad,Teacher,76000,Salary,6.7
USER_4946,62,Female,Quetta,Student,22000,Savings,11.6
USER_4947,38,Male,Multan,Retired,34000,Salary,3
USER_4948,43,Female,Islamabad,Retired,31000,Savings,7.1
USER_4949,29,Male,Sialkot,Student,33000,Current,7
USER_4950,49,Male,Sialkot,Engineer,191000,Salary,11.9
USER_4951,60,Male,Rawalpindi,Business Owner,180000,Savings,6.6
USER_4952,53,Female,Lahore,Engineer,130000,Salary,2.4
USER_4953,58,Male,Faisalabad,Engineer,126000,Salary,3.2
USER_4954,24,Female,Rawalpindi,Engineer,180000,Savings,2.5
USER_4955,56,Female,Rawalpindi,Government Employee,158000,Current,9.5
USER_4956,30,Female,Lahore,Housewife,0,Savings,10
USER_4957,19,Female,Islamabad,Doctor,388000,Savings,13.3
USER_4958,27,Female,Hyderabad,Salaried Employee,115000,Savings,10.5
USER_4959,41,Female,Rawalpindi,Business Owner,352000,Salary,10.9
USER_4960,40,Female,Multan,Housewife,10000,Salary,11.5
USER_4961,69,Male,Sialkot,Government Employee,102000,Savings,1.6
USER_4962,37,Female,Multan,Engineer,299000,Savings,10.5
USER_4963,20,Female,Islamabad,Shopkeeper,129000,Salary,12.8
USER_4964,47,Male,Rawalpindi,Shopkeeper,146000,Current,1.9
USER_4965,23,Female,Peshawar,Engineer,231000,Salary,11
USER_4966,28,Female,Faisalabad,Housewife,0,Current,0.9
USER_4967,51,Male,Quetta,Driver,44000,Current,2.8
USER_4968,57,Male,Hyderabad,Freelancer,193000,Savings,9.3
USER_4969,33,Male,Rawalpindi,Freelancer,383000,Current,14.3
USER_4970,65,Female,Karachi,Teacher,82000,Savings,10.8
USER_4971,57,Male,Islamabad,Driver,53000,Salary,6.6
USER_4972,61,Male,Islamabad,Government Employee,97000,Savings,12.5
USER_4973,53,Male,Faisalabad,Business Owner,511000,Savings,10
USER_4974,27,Male,Islamabad,Engineer,279000,Savings,6.3
USER_4975,20,Male,Quetta,Salaried Employee,101000,Savings,4.1
USER_4976,48,Female,Multan,Shopkeeper,179000,Current,3.2
USER_4977,22,Male,Multan,Teacher,99000,Savings,11.4
USER_4978,34,Male,Lahore,Business Owner,892000,Savings,9.9
USER_4979,45,Female,Rawalpindi,Housewife,0,Salary,10
USER_4980,60,Female,Peshawar,Housewife,0,Current,0.7
USER_4981,61,Male,Peshawar,Freelancer,136000,Current,13.6
USER_4982,69,Male,Peshawar,Government Employee,172000,Savings,7.9
USER_4983,27,Male,Karachi,Retired,96000,Current,3.8
USER_4984,27,Male,Lahore,Freelancer,358000,Savings,6.3
USER_4985,68,Female,Peshawar,Government Employee,149000,Current,6.8
USER_4986,25,Male,Multan,Salaried Employee,144000,Salary,10.4
USER_4987,18,Female,Faisalabad,Engineer,276000,Salary,9.5
USER_4988,23,Female,Rawalpindi,Student,18000,Current,5.1
USER_4989,69,Male,Karachi,Salaried Employee,119000,Salary,12.2
USER_4990,53,Female,Quetta,Freelancer,88000,Savings,11.3
USER_4991,58,Female,Karachi,Salaried Employee,148000,Current,7.8
USER_4992,66,Female,Karachi,Government Employee,145000,Savings,4.4
USER_4993,67,Male,Faisalabad,Doctor,559000,Salary,7.2
USER_4994,37,Male,Quetta,Retired,49000,Savings,11.9
USER_4995,50,Female,Karachi,Housewife,5000,Salary,10.1
USER_4996,29,Male,Karachi,Engineer,146000,Savings,4
USER_4997,21,Male,Quetta,Teacher,70000,Savings,0.5
USER_4998,52,Male,Multan,Government Employee,83000,Savings,11.7
USER_4999,30,Male,Hyderabad,Business Owner,277000,Salary,11.8
USER_5000,32,Female,Karachi,Government Employee,130000,Salary,10.3
USER_5001,23,Female,Rawalpindi,Retired,80000,Salary,0.7
USER_5002,50,Female,Peshawar,Doctor,453000,Savings,1.2
USER_5003,40,Male,Lahore,Teacher,106000,Salary,1.9
USER_5004,48,Female,Peshawar,Housewife,20000,Savings,4.4
USER_5005,68,Male,Quetta,Freelancer,238000,Savings,3.1
USER_5006,18,Female,Lahore,Housewife,0,Salary,4.3
USER_5007,37,Female,Faisalabad,Engineer,230000,Salary,7.4
USER_5008,43,Female,Multan,Doctor,260000,Salary,3.2
USER_5009,49,Male,Rawalpindi,Shopkeeper,197000,Salary,10.4
USER_5010,62,Female,Islamabad,Doctor,326000,Salary,5.6
USER_5011,26,Female,Hyderabad,Shopkeeper,223000,Savings,14.1
USER_5012,41,Female,Rawalpindi,Shopkeeper,106000,Savings,8.4
USER_5013,48,Female,Karachi,Salaried Employee,88000,Savings,10.5
USER_5014,66,Female,Hyderabad,Housewife,10000,Current,11.9
USER_5015,29,Female,Hyderabad,Government Employee,155000,Savings,0.5
USER_5016,25,Male,Peshawar,Doctor,251000,Salary,4.8
USER_5017,60,Male,Multan,Salaried Employee,109000,Salary,3.8
USER_5018,43,Female,Rawalpindi,Doctor,337000,Current,0.9
USER_5019,42,Female,Hyderabad,Business Owner,743000,Current,9.1
USER_5020,19,Male,Hyderabad,Business Owner,736000,Savings,0.5
USER_5021,52,Male,Peshawar,Driver,50000,Salary,3.8
USER_5022,32,Male,Multan,Freelancer,165000,Salary,14.3
USER_5023,56,Male,Islamabad,Shopkeeper,95000,Current,5.3
USER_5024,35,Male,Karachi,Teacher,63000,Current,11.3
USER_5025,27,Male,Lahore,Business Owner,624000,Savings,2.4
USER_5026,35,Female,Lahore,Business Owner,352000,Savings,1.8
USER_5027,46,Female,Karachi,Shopkeeper,168000,Salary,7
USER_5029,64,Female,Sialkot,Shopkeeper,155000,Salary,9.4
USER_5030,56,Male,Multan,Salaried Employee,88000,Savings,7.6
USER_5031,35,Female,Multan,Doctor,387000,Salary,11.2
USER_5032,57,Male,Karachi,Doctor,240000,Current,3.6
USER_5033,63,Female,Hyderabad,Government Employee,72000,Current,3.4
USER_5034,28,Female,Multan,Engineer,238000,Savings,11.3
USER_5035,24,Female,Sialkot,Teacher,100000,Current,3.7
USER_5036,50,Male,Lahore,Freelancer,181000,Salary,12.9
USER_5037,55,Male,Hyderabad,Business Owner,325000,Salary,1.2
USER_5038,59,Female,Peshawar,Housewife,20000,Current,5.5
USER_5039,62,Male,Lahore,Doctor,316000,Salary,3.3
USER_5040,69,Male,Lahore,Shopkeeper,241000,Salary,5.3
USER_5041,20,Male,Faisalabad,Retired,37000,Savings,7.4
USER_5042,56,Female,Faisalabad,Engineer,255000,Current,7.8
USER_5043,62,Female,Rawalpindi,Driver,50000,Salary,8.4
USER_5044,27,Female,Faisalabad,Retired,59000,Salary,9.7
USER_5045,38,Female,Lahore,Shopkeeper,151000,Savings,12.6
USER_5046,65,Male,Multan,Business Owner,220000,Salary,11.2
USER_5047,49,Female,Islamabad,Housewife,0,Salary,3.2
USER_5048,25,Female,Rawalpindi,Freelancer,384000,Current,5.7
USER_5049,70,Male,Quetta,Teacher,81000,Savings,1.9
USER_5050,31,Male,Sialkot,Government Employee,61000,Current,9.2
USER_5051,60,Female,Sialkot,Student,31000,Salary,6.7
USER_5052,37,Female,Sialkot,Business Owner,637000,Savings,9.6
USER_5053,20,Male,Lahore,Shopkeeper,207000,Salary,11.8
USER_5054,39,Male,Hyderabad,Doctor,466000,Savings,1.5
USER_5055,31,Female,Rawalpindi,Doctor,437000,Savings,7.4
USER_5056,25,Female,Rawalpindi,Retired,68000,Savings,10.7
USER_5057,37,Male,Islamabad,Driver,36000,Salary,12.8
USER_5058,24,Male,Karachi,Doctor,553000,Savings,3.2
USER_5059,45,Female,Faisalabad,Student,13000,Salary,1.9
USER_5060,36,Female,Islamabad,Teacher,110000,Salary,13.2
USER_5061,27,Male,Islamabad,Retired,67000,Savings,12.2
USER_5062,18,Female,Peshawar,Doctor,384000,Salary,13.5
USER_5063,25,Female,Lahore,Engineer,229000,Current,0.6
USER_5064,36,Male,Faisalabad,Shopkeeper,172000,Savings,9.5
USER_5065,63,Male,Rawalpindi,Shopkeeper,90000,Current,5
USER_5066,26,Female,Multan,Housewife,0,Salary,13.7
USER_5067,42,Male,Lahore,Student,31000,Savings,5.1
USER_5068,57,Female,Islamabad,Retired,53000,Savings,9.7
USER_5069,33,Female,Hyderabad,Retired,80000,Current,9
USER_5070,56,Male,Islamabad,Freelancer,252000,Savings,3.9
USER_5071,23,Female,Lahore,Housewife,5000,Salary,10.3
USER_5072,68,Male,Faisalabad,Salaried Employee,107000,Salary,9.6
USER_5073,36,Male,Hyderabad,Doctor,553000,Savings,7.9
USER_5074,35,Female,Rawalpindi,Government Employee,166000,Current,10.3
USER_5075,56,Male,Rawalpindi,Teacher,74000,Current,5.9
USER_5076,51,Female,Hyderabad,Freelancer,203000,Salary,1
USER_5077,67,Female,Faisalabad,Salaried Employee,107000,Savings,11
USER_5078,42,Male,Quetta,Engineer,210000,Savings,7
USER_5079,39,Male,Sialkot,Engineer,163000,Salary,9.7
USER_5080,69,Female,Sialkot,Teacher,118000,Current,12.7
USER_5081,33,Female,Sialkot,Doctor,349000,Current,3.5
USER_5082,24,Female,Hyderabad,Engineer,132000,Current,7.1
USER_5083,51,Male,Karachi,Student,35000,Salary,12.1
USER_5084,35,Male,Quetta,Business Owner,627000,Savings,14.1
USER_5085,65,Female,Hyderabad,Business Owner,605000,Current,7
USER_5086,57,Female,Peshawar,Student,23000,Salary,2
USER_5087,59,Male,Hyderabad,Freelancer,97000,Savings,12.8
USER_5088,46,Male,Lahore,Student,35000,Savings,12.1
USER_5089,68,Female,Lahore,Engineer,223000,Current,12.5
USER_5090,45,Female,Karachi,Driver,41000,Savings,8.4
USER_5091,45,Male,Lahore,Doctor,458000,Salary,4.7
USER_5092,64,Male,Rawalpindi,Teacher,106000,Savings,14.6
USER_5093,57,Female,Sialkot,Business Owner,494000,Savings,13.3
USER_5094,38,Male,Multan,Doctor,414000,Salary,8.9
USER_5095,49,Female,Faisalabad,Student,14000,Salary,11.4
USER_5096,29,Female,Lahore,Shopkeeper,221000,Salary,2.9
USER_5097,69,Female,Lahore,Teacher,62000,Savings,5.3
USER_5098,33,Female,Peshawar,Doctor,590000,Savings,11.5
USER_5099,50,Male,Hyderabad,Government Employee,128000,Salary,4.7
USER_5100,66,Female,Quetta,Student,32000,Current,3.3
USER_5101,40,Male,Karachi,Retired,41000,Savings,11.7
USER_5102,46,Female,Sialkot,Engineer,142000,Salary,9.9
USER_5103,66,Female,Quetta,Engineer,159000,Salary,7.6
USER_5104,51,Female,Peshawar,Student,39000,Savings,6.1
USER_5105,27,Male,Rawalpindi,Retired,85000,Savings,4.2
USER_5106,36,Male,Sialkot,Teacher,86000,Salary,11.8
USER_5107,65,Female,Rawalpindi,Housewife,0,Salary,14.5
USER_5108,32,Female,Peshawar,Driver,44000,Savings,7.4
USER_5109,21,Female,Rawalpindi,Housewife,25000,Current,4.6
USER_5110,47,Female,Hyderabad,Salaried Employee,124000,Savings,6.1
USER_5111,46,Female,Karachi,Business Owner,794000,Salary,13.8
USER_5112,49,Female,Faisalabad,Shopkeeper,178000,Salary,4.5
USER_5113,59,Male,Faisalabad,Business Owner,897000,Current,2.5
USER_5114,30,Female,Peshawar,Teacher,118000,Savings,14.5
USER_5115,48,Female,Peshawar,Doctor,492000,Current,4.6
USER_5116,27,Male,Peshawar,Doctor,445000,Current,1.7
USER_5117,46,Female,Rawalpindi,Teacher,66000,Savings,5.1
USER_5118,67,Male,Rawalpindi,Student,30000,Salary,1.3
USER_5119,59,Male,Sialkot,Teacher,108000,Savings,12
USER_5120,43,Female,Quetta,Salaried Employee,102000,Salary,4.7
USER_5121,39,Male,Quetta,Engineer,292000,Salary,6.6
USER_5122,39,Male,Rawalpindi,Driver,34000,Current,6.7
USER_5123,58,Male,Karachi,Teacher,91000,Savings,12.9
USER_5124,65,Male,Lahore,Student,34000,Savings,12.3
USER_5125,66,Female,Hyderabad,Housewife,0,Salary,10.5
USER_5126,50,Female,Multan,Housewife,0,Salary,2
USER_5127,50,Male,Peshawar,Teacher,86000,Current,1.6
USER_5129,37,Female,Peshawar,Doctor,249000,Salary,9.8
USER_5130,44,Female,Karachi,Teacher,107000,Current,11.1
USER_5131,43,Female,Quetta,Salaried Employee,72000,Salary,5.9
USER_5132,41,Female,Multan,Freelancer,377000,Current,0.7
USER_5133,57,Male,Faisalabad,Retired,52000,Salary,3.9
USER_5134,18,Male,Sialkot,Retired,54000,Current,6.6
USER_5135,19,Female,Faisalabad,Shopkeeper,143000,Salary,8.3
USER_5136,27,Male,Faisalabad,Student,22000,Savings,3.6
USER_5137,52,Female,Hyderabad,Student,20000,Current,5
USER_5138,31,Male,Faisalabad,Shopkeeper,211000,Current,2.9
USER_5139,37,Female,Islamabad,Student,16000,Current,9.3
USER_5140,24,Male,Islamabad,Retired,60000,Salary,7.5
USER_5141,40,Male,Quetta,Retired,83000,Current,5
USER_5142,48,Female,Lahore,Government Employee,72000,Savings,13.8
USER_5143,50,Male,Karachi,Salaried Employee,117000,Salary,5.9
USER_5144,44,Female,Quetta,Housewife,15000,Savings,14.3
USER_5145,67,Female,Islamabad,Retired,46000,Current,8.5
USER_5146,39,Male,Sialkot,Business Owner,468000,Salary,13.3
USER_5147,28,Female,Multan,Engineer,256000,Savings,6
USER_5148,66,Male,Rawalpindi,Business Owner,366000,Savings,9
USER_5149,52,Male,Quetta,Retired,35000,Salary,1.3
USER_5150,52,Male,Faisalabad,Doctor,299000,Current,2.3
USER_5151,70,Male,Faisalabad,Salaried Employee,83000,Salary,9.3
USER_5152,54,Female,Rawalpindi,Student,38000,Salary,11.2
USER_5153,29,Male,Quetta,Engineer,161000,Current,13.6
USER_5154,23,Male,Faisalabad,Retired,83000,Savings,3.4
USER_5155,39,Female,Multan,Government Employee,171000,Savings,14.3
USER_5156,32,Male,Rawalpindi,Student,36000,Current,4.8
USER_5157,46,Male,Lahore,Student,30000,Salary,6.4
USER_5158,53,Female,Multan,Engineer,240000,Current,11.3
USER_5159,45,Male,Faisalabad,Engineer,200000,Savings,11.9
USER_5160,29,Male,Islamabad,Doctor,522000,Salary,4.4
USER_5161,21,Female,Faisalabad,Driver,33000,Salary,13.8
USER_5162,19,Female,Lahore,Retired,80000,Salary,6
USER_5163,23,Male,Karachi,Retired,99000,Salary,2.4
USER_5164,34,Male,Lahore,Doctor,481000,Savings,6.6
USER_5165,26,Male,Lahore,Driver,57000,Current,5.7
USER_5166,43,Male,Hyderabad,Freelancer,368000,Current,14.3
USER_5167,51,Male,Faisalabad,Shopkeeper,230000,Salary,1.8
USER_5168,18,Female,Sialkot,Government Employee,78000,Salary,12.1
USER_5169,58,Female,Peshawar,Salaried Employee,87000,Salary,9.6
USER_5170,63,Male,Islamabad,Salaried Employee,74000,Savings,14.4
USER_5171,47,Female,Quetta,Engineer,281000,Current,11.2
USER_5172,69,Male,Quetta,Shopkeeper,112000,Savings,9.3
USER_5173,36,Female,Islamabad,Retired,36000,Current,10.3
USER_5174,69,Male,Islamabad,Driver,47000,Current,0.7
USER_5175,20,Female,Quetta,Student,16000,Savings,4.3
USER_5176,68,Female,Faisalabad,Shopkeeper,149000,Current,14.3
USER_5177,62,Female,Karachi,Retired,33000,Current,13.1
USER_5178,50,Female,Hyderabad,Doctor,561000,Current,3.5
USER_5179,42,Female,Multan,Doctor,271000,Savings,8
USER_5180,51,Female,Hyderabad,Engineer,232000,Salary,14.7
USER_5181,57,Male,Lahore,Government Employee,111000,Salary,14.4
